Date,SPY_AdjClose,SPY_Return,SPY_Vol_20d,QQQ_AdjClose,QQQ_Return,QQQ_Vol_20d,DIA_AdjClose,DIA_Return,DIA_Vol_20d,GLD_AdjClose,GLD_Return,GLD_Vol_20d,VIX_AdjClose,VIX_Return,VIX_Vol_20d,XLK_AdjClose,XLK_Return,XLK_Vol_20d,XLF_AdjClose,XLF_Return,XLF_Vol_20d,XLE_AdjClose,XLE_Return,XLE_Vol_20d,XLI_AdjClose,XLI_Return,XLI_Vol_20d,XLY_AdjClose,XLY_Return,XLY_Vol_20d,XLV_AdjClose,XLV_Return,XLV_Vol_20d,QQQ_to_SPY,DIA_to_SPY,XLK_to_SPY,XLF_to_SPY,XLE_to_SPY,XLI_to_SPY,XLY_to_SPY,XLV_to_SPY,GLD_to_SPY,SPY_1wChange,QQQ_1wChange,DIA_1wChange,GLD_1wChange,VIX_1wChange,Series_ID,Article_Sentiment,Bubble_Risk
2006-12-18,100.3751221,-0.274018955,0.525593513,37.86280441,-0.990325478,0.848149966,81.89550018,0.05638433,0.462154611,61.04000092,0.065575271,0.934923556,10.60000038,5.47263861,6.213176683,18.32357407,-0.381981253,0.768167636,20.72331619,0.491851132,0.615884192,34.04236221,-2.88473865,1.247757482,24.60637283,0.113718799,0.600305146,30.2517128,-0.078038193,0.615099633,24.30679703,0.209568038,0.358597982,0.377213035,0.815894402,0.182550952,0.20645869,0.33915139,0.245144139,0.30138656,0.242159576,0.608118821,-0.260649444,-2.000492267,-0.201253805,1.539971515,6.226413431,all_etfs,0.14375,1
2006-12-19,100.5660553,0.190219672,0.526086344,37.74229813,-0.318270895,0.848761999,82.0009079,0.12871002,0.460891061,61.79999924,1.245082422,0.979243994,10.30000019,-2.830190377,6.251117172,18.20646477,-0.639118211,0.781146392,20.70642281,-0.081518743,0.606624462,34.62264252,1.704582956,1.285720684,24.61334991,0.028354774,0.594355639,30.2674675,0.052078703,0.60579927,24.43020248,0.507699375,0.364867956,0.375298584,0.815393501,0.181039862,0.205898727,0.344277623,0.24474809,0.300971013,0.242926924,0.614521461,0.203878285,-1.185839744,0.442295295,0.679614869,3.300972294,all_etfs,0.0,1
2006-12-20,100.5094604,-0.056276294,0.527089841,37.60458755,-0.364870657,0.85033277,82.02732086,0.032210575,0.460815888,61.61999893,-0.291262633,0.962558651,10.26000023,-0.388349137,6.248745322,18.21426392,0.042837249,0.781345923,20.77403069,0.326506806,0.60477472,34.15153122,-1.360702891,1.283626488,24.6482563,0.141818921,0.590687452,30.25958824,-0.026032099,0.604223986,24.44472694,0.059452884,0.360425381,0.374139781,0.816115423,0.181219398,0.206687317,0.339784246,0.245233197,0.30106209,0.24320822,0.613076606,0.04924861,-1.304690481,0.305436877,2.077251893,7.115005126,all_etfs,-0.028571429,1
2006-12-21,100.1418152,-0.36578175,0.535561362,37.33776855,-0.70953843,0.844481801,81.74381256,-0.345626674,0.469851598,61.38000107,-0.389480474,0.960192132,10.52999973,2.631574055,6.252520339,18.12839127,-0.471458251,0.763842986,20.68387032,-0.434005183,0.618092865,33.99062729,-0.471147046,1.280428894,24.59937477,-0.198316385,0.586140192,30.12572289,-0.442389881,0.613613489,24.37939453,-0.267265872,0.368787805,0.372848929,0.816280516,0.181027189,0.20654579,0.339424917,0.245645385,0.300830605,0.243448698,0.612930782,0.0,-0.507168463,0.338789424,2.981423891,9.781583217,all_etfs,-0.022159091,1
2006-12-22,99.52655792,-0.614385971,0.546952253,36.95044327,-1.037355209,0.867861648,81.20983887,-0.653228271,0.482441805,61.65000153,0.439883436,0.885083433,11.35999966,7.882240691,6.363207813,17.98785782,-0.775211905,0.778670849,20.58245277,-0.490321879,0.617744777,33.66315842,-0.963409322,1.302530864,24.44576073,-0.624463205,0.601228876,30.10211754,-0.078356117,0.60021874,24.27774239,-0.41695927,0.368414893,0.371262144,0.815961494,0.18073425,0.206803623,0.338232921,0.245620478,0.302453116,0.243932302,0.61943267,0.440501045,0.722130564,1.047270586,1.02189333,5.98591836,all_etfs,0.0,1
2006-12-26,100.1134949,0.589728976,0.445859881,37.10536194,0.419260655,0.725844809,81.73068237,0.641355177,0.38918705,61.97999954,0.535276575,0.892436815,11.26000023,-0.88027668,5.422514842,18.08935738,0.564267066,0.588099915,20.76838875,0.903371314,0.503286271,33.70337677,0.119472905,1.295729537,24.56446075,0.485564875,0.481221825,30.19659615,0.313860336,0.486078441,24.29226685,0.059826238,0.323954166,0.37063297,0.816380274,0.180688502,0.207448444,0.336651685,0.24536613,0.301623634,0.242647276,0.619097352,0.063557016,2.203712819,0.572680555,-0.53242662,2.220248623,all_etfs,0.0,1
2006-12-27,100.7710876,0.656847285,0.456231481,37.29473495,0.510365636,0.732765526,82.36359406,0.774386881,0.414909966,62.22000122,0.387224395,0.899722435,10.64000034,-5.506215568,5.421388647,18.22207832,0.733696308,0.599538616,20.91488075,0.70536047,0.513931636,34.09981918,1.17626912,1.27354054,24.69015884,0.511707099,0.488128442,30.39344978,0.651906714,0.496438927,24.40842819,0.478182407,0.333344757,0.370093603,0.817333582,0.180826453,0.207548427,0.338388917,0.245012329,0.301608829,0.24221658,0.617439016,-1.382308415,1.200070659,-0.952521133,-3.294765367,14.09774391,all_etfs,-0.166666667,1
2006-12-28,100.55896,-0.210504511,0.41140859,37.11396408,-0.484708832,0.718209156,82.27786255,-0.104089079,0.382285028,62.90000153,1.092896644,0.928139539,10.98999977,3.2894682,5.251640434,18.21426392,-0.042884281,0.582257689,20.81909752,-0.457966913,0.530357541,34.02511978,-0.219060991,1.051358606,24.60637283,-0.339349825,0.469567422,30.36195755,-0.103615198,0.484762318,24.37939453,-0.118949326,0.309214102,0.36907665,0.818205186,0.181130194,0.207033739,0.338359901,0.244695976,0.301931897,0.242438809,0.6255037,-0.717243338,1.76252875,-0.528823133,-3.847379849,9.190175158,all_etfs,-0.133333333,1
2006-12-29,100.1418152,-0.414826064,0.426626333,37.14840317,0.092792801,0.719489607,82.02075195,-0.312490611,0.392759182,63.20999908,0.492841894,0.81640845,11.56000042,5.186539221,5.368366384,18.15960693,-0.30007791,0.583692333,20.70077896,-0.568317419,0.551302779,33.68613052,-0.996291152,1.053272949,24.44576073,-0.652725647,0.495273499,30.20446777,-0.518707584,0.506684757,24.31404686,-0.268044686,0.304522573,0.370957957,0.819045988,0.181338903,0.206714637,0.336384261,0.24411142,0.301616939,0.242796147,0.631204847,-0.388418585,2.177952033,-0.273267859,-3.733587478,3.027676601,all_etfs,0.1,1
2007-01-03,99.96497345,-0.176591303,0.425176325,37.21727371,0.185393014,0.698276398,82.06032562,0.048248362,0.387135695,62.27999878,-1.471286693,0.870863614,12.03999996,4.152245024,5.22897129,18.21426392,0.300981087,0.554072952,20.80218887,0.489884522,0.523564361,32.50829697,-3.496494073,1.285295746,24.59937477,0.628387253,0.491921583,30.33044624,0.417085548,0.507822629,24.32130814,0.029864532,0.302741586,0.372303142,0.820890786,0.18220646,0.208094777,0.325196875,0.246079941,0.303410737,0.2432983,0.62301821,0.120235596,3.191419685,-0.032168657,-2.71354955,-4.734216749,all_etfs,0.009013209,1
2007-01-04,100.177124,0.212224909,0.394625235,37.92305756,1.896387816,0.760886668,82.1987381,0.168671614,0.369108683,61.65000153,-1.011556303,0.891325341,11.51000023,-4.401991152,5.259912429,18.4953289,1.543103737,0.586662178,20.73458672,-0.324976174,0.45939768,31.91649818,-1.820454584,1.326598275,24.49464989,-0.425721731,0.414530787,30.32258224,-0.025927737,0.459262184,24.59719849,1.134356544,0.361057223,0.378560055,0.820534018,0.184626272,0.206979257,0.318600664,0.244513407,0.302689686,0.24553708,0.615409976,0.345845859,2.315038815,0.248636689,-1.654501918,-5.560385149,all_etfs,-0.021973643,1
2007-01-05,99.37812042,-0.797590876,0.425268428,37.74229813,-0.476647827,0.762206811,81.57906342,-0.753873717,0.403496322,60.16999817,-2.40065421,1.01831925,12.14000034,5.473502189,5.388033142,18.34699059,-0.802031251,0.616488317,20.57119179,-0.788030792,0.498161051,32.12909698,0.666109419,1.336612948,24.4108448,-0.342136281,0.417670776,30.1178627,-0.675138884,0.452348312,24.45925713,-0.560801103,0.387773028,0.379784785,0.820895616,0.184618008,0.206999204,0.323301516,0.245636008,0.303063316,0.246123161,0.605465246,1.921157491,3.329500338,1.551605479,3.323915674,-16.39209776,all_etfs,-0.012542088,1
2007-01-08,99.83770752,0.46246306,0.438257013,37.76810837,0.068385453,0.759213922,81.84275818,0.323238282,0.405722468,60.47999954,0.515209212,0.971665053,12.0,-1.153215316,5.40083542,18.40163422,0.2978343,0.600795645,20.6613369,0.438210445,0.504153634,32.12909698,0.0,1.339394144,24.50162125,0.371869324,0.420117423,30.16509628,0.156829128,0.453104357,24.48828888,0.118694339,0.387583007,0.378295028,0.819757987,0.184315472,0.206949232,0.321813249,0.245414502,0.302141315,0.245280961,0.605783136,1.253659656,3.190547561,1.256626322,2.463627133,-10.50000191,all_etfs,0.118209877,1
2007-01-09,99.75284576,-0.084999703,0.426339724,37.95747757,0.501399752,0.709606448,81.7966156,-0.056379549,0.397290976,60.84999847,0.611770725,0.986360762,11.90999985,-0.750001272,4.688730974,18.4250679,0.127345675,0.592227155,20.62752914,-0.163628107,0.501360563,31.853302,-0.85839631,1.342864866,24.48765373,-0.057006489,0.418371547,30.33044624,0.54814995,0.452661668,24.45925713,-0.118553622,0.384363585,0.380515235,0.819992803,0.184707191,0.206786373,0.319322238,0.24548326,0.30405595,0.24519859,0.610007644,1.382315071,1.836733976,1.354077688,2.941661398,-11.08312101,all_etfs,0.110108696,1
2007-01-10,100.0851669,0.333144548,0.430538242,38.40503311,1.179097165,0.74847443,82.03392792,0.29012486,0.399458082,60.59000015,-0.42727745,0.964221414,11.47000027,-3.694370999,4.641294501,18.51875687,0.508486402,0.599707431,20.69514084,0.327774082,0.501859586,31.23851967,-1.930042711,1.383391107,24.57144928,0.342195085,0.424356475,30.48793983,0.519259064,0.462922398,24.50281334,0.1780766,0.384331649,0.383723526,0.819641216,0.185029984,0.206775304,0.312119374,0.245505403,0.304619963,0.244819628,0.605384414,0.706582064,-1.210153433,0.867959017,2.756227372,-5.405404282,all_etfs,0.003454545,1
2007-01-11,100.5235825,0.43804246,0.436425627,38.80099106,1.031005352,0.775677922,82.40311432,0.450041112,0.405971171,60.63000107,0.066019005,0.939208563,10.86999989,-5.231040693,4.037295321,18.70612717,1.011786599,0.624384902,20.82473373,0.626199631,0.505536188,31.0604248,-0.570113007,1.382311646,24.7739315,0.824054866,0.444387978,30.82651711,1.110528531,0.513923728,24.77144051,1.096311526,0.444710893,0.38598894,0.819739133,0.186086953,0.20716267,0.308986449,0.246448952,0.306659555,0.246424171,0.603142065,0.464297232,-2.018631174,0.512177822,3.908954132,-4.323829549,all_etfs,0.101459035,1
2007-01-12,101.2873306,0.759770146,0.463825331,38.99892807,0.510133907,0.761288881,82.84484863,0.536065072,0.415264578,62.16999817,2.539991875,1.116020596,10.14999962,-6.623737577,4.311840867,18.75297165,0.250423201,0.615331176,20.84727669,0.108250861,0.505482406,31.853302,2.552692702,1.536311338,24.84375763,0.28185323,0.446168716,30.91312027,0.280937235,0.490033125,24.88759422,0.468901746,0.449864691,0.385032638,0.817919162,0.185146272,0.205823143,0.314484564,0.245280012,0.305202241,0.245712806,0.613798367,-0.600417312,-3.575330359,-0.660893077,0.884675998,6.108382882,all_etfs,-0.006027913,1
2007-01-16,101.0893326,-0.195481553,0.467892287,38.97311783,-0.066181926,0.763247554,82.87121582,0.03182719,0.415638966,61.97000122,-0.321693669,1.118015077,10.73999977,5.812809604,4.385655423,18.71392632,-0.208208782,0.620490354,20.90361214,0.270229297,0.506652547,31.52581787,-1.028101045,1.50574174,24.97643661,0.534053614,0.444229738,31.02335358,0.356590684,0.484924522,24.94566917,0.233348996,0.441479663,0.385531458,0.819782006,0.185122662,0.206783561,0.311860975,0.24707292,0.306890478,0.246768561,0.613022162,-0.111939783,-3.75443067,-0.230747362,3.646929307,-3.724391313,all_etfs,0.144860405,1
2007-01-17,101.1317444,0.041954777,0.426880798,38.65465546,-0.817133423,0.758949661,82.90420532,0.039808155,0.390581284,62.63999939,1.081165331,1.137052896,10.59000015,-1.396644523,4.368789219,18.47190285,-1.293280009,0.672678628,20.84727669,-0.269501026,0.48354055,31.87629318,1.111708863,1.484829528,24.9973793,0.083849783,0.432450775,31.02335358,0.0,0.438127188,25.09087181,0.582075533,0.444524953,0.382220792,0.819764415,0.182651876,0.206139791,0.315195722,0.247176388,0.306761777,0.248100851,0.619390081,0.650241333,-1.358263416,0.318384528,2.697960501,-6.610007547,all_etfs,-0.021540404,1
2007-01-18,100.7923508,-0.335595532,0.434454167,37.94027328,-1.848114188,0.869473701,82.74594879,-0.190890836,0.393722221,62.25999832,-0.606642835,1.063663674,10.85000038,2.45514849,4.392520045,18.26111412,-1.141131634,0.721413223,20.76275253,-0.405444586,0.492694678,31.64072227,-0.739016002,1.482986677,24.88566017,-0.446923376,0.436780857,31.19659615,0.558426311,0.431380802,25.16347313,0.28935351,0.444071847,0.376420165,0.820954647,0.181175595,0.20599532,0.313919876,0.246900285,0.309513529,0.249656575,0.617705588,-0.196471818,-0.794002301,-0.366726761,2.891100684,3.410137074,all_etfs,-0.023177623,1
2007-01-19,100.9903107,0.196403694,0.431108264,38.01774216,0.204186384,0.841026531,82.82516479,0.095733996,0.393826625,63.0,1.188566814,1.090624494,10.39999962,-4.147472324,4.342895434,18.25330925,-0.042740386,0.716767323,20.82473373,0.298521119,0.485101748,32.50829697,2.741956028,1.539481609,24.87169838,-0.056103764,0.437394046,31.18871689,-0.025256785,0.430066131,25.17072487,0.028818516,0.445377662,0.376449403,0.820129815,0.180743174,0.206205265,0.321895207,0.246278066,0.308828804,0.249239008,0.623822222,-0.483130546,-1.358441994,-0.621284333,1.857139951,7.019235795,all_etfs,0.041560847,1
2007-01-22,100.679184,-0.308075801,0.435822015,37.60458755,-1.086741554,0.874369482,82.29733276,-0.637284613,0.422694026,62.72000122,-0.444442507,1.067654808,10.77000046,3.557700508,4.35912662,18.1205864,-0.727116671,0.721046045,20.80783272,-0.081158379,0.485097569,32.28420639,-0.689333484,1.473707545,24.59937477,-1.094913601,0.50744183,30.99185753,-0.631187748,0.464321926,25.01827812,-0.605651,0.470566043,0.373509062,0.817421532,0.179983445,0.206674626,0.320664164,0.244334269,0.307827858,0.248495043,0.622968907,-0.231770881,-0.183103419,0.056160838,1.674105894,6.313828436,all_etfs,0.087576659,1
2007-01-23,100.9761734,0.294985944,0.440213659,37.50989914,-0.25180017,0.872349005,82.67999268,0.464972435,0.434328304,64.23000336,2.407528869,1.182701191,10.34000015,-3.992574623,4.462929914,18.1205864,0.0,0.720909519,20.79656982,-0.054128144,0.480109705,33.12306976,2.598370741,1.590478016,24.88566017,1.163791369,0.570218101,31.10211754,0.355770898,0.465876302,24.88759422,-0.52235369,0.492004675,0.371472773,0.818806951,0.179454081,0.205955218,0.32802857,0.246450814,0.308014421,0.246469968,0.636090685,-0.007056966,0.114787,-0.135609086,-0.015572374,5.996130333,all_etfs,0.105572668,1
2007-01-24,101.7893448,0.805310163,0.462926234,38.12962341,1.65216193,0.930439692,83.16815948,0.590429188,0.440910638,64.33000183,0.155688104,1.174306515,9.890000343,-4.352029039,4.529864512,18.44848251,1.809522667,0.819910105,21.01067162,1.029505314,0.51935972,33.26670456,0.433639748,1.593451084,24.81583023,-0.280603128,0.57239289,31.22020721,0.379683717,0.447849934,25.07636261,0.758483866,0.505962051,0.374593465,0.817061547,0.181241785,0.206413271,0.326819125,0.243795952,0.306713903,0.246355477,0.631991511,-0.138917485,-0.51919613,0.134895671,0.777242322,5.358945547,all_etfs,0.04918512,1
2007-01-25,100.5943222,-1.1740154,0.520596469,37.63902664,-1.286655171,0.948109059,82.44249725,-0.872524096,0.462495057,64.05999756,-0.419717495,1.182367622,11.22000027,13.44792596,5.178123306,18.22207832,-1.227223919,0.850688199,20.70642281,-1.448067988,0.610790089,32.58298874,-2.055255636,1.642692848,24.68317223,-0.534570085,0.567185522,30.7241497,-1.58889884,0.59637528,24.98922729,-0.347479881,0.50214453,0.374166512,0.81955418,0.181144203,0.20584087,0.323904849,0.245373414,0.305426281,0.248415882,0.636815241,1.651940573,0.617360463,1.416373995,1.810808158,-8.110515381,all_etfs,0.060690806,1
2007-01-26,100.5023956,-0.091383462,0.505820169,37.50129318,-0.365932575,0.950300537,82.31058502,-0.160005138,0.445367116,64.16999817,0.171714977,1.179709907,11.13000011,-0.802140378,5.177404152,18.22988319,0.042831945,0.842634935,20.74584961,0.19040857,0.577122476,32.66342926,0.246878891,1.644039817,24.58540535,-0.396087161,0.56579985,30.57455444,-0.486897968,0.608306018,24.85129738,-0.551957509,0.525732541,0.373138301,0.818991274,0.181387549,0.206421444,0.325001499,0.244625068,0.304217171,0.247270697,0.638492225,1.885637722,1.354130142,1.410552033,0.171420623,-9.433963881,all_etfs,0.041498316,1
2007-01-29,100.4458389,-0.056273984,0.483240413,37.53573227,0.091834398,0.94438995,82.34355164,0.040051488,0.410196717,63.77000046,-0.623340693,1.191961861,11.44999981,2.875109538,5.040001396,18.30796051,0.428293015,0.83214353,20.64444542,-0.48879266,0.561447444,32.50255585,-0.492518443,1.615621584,24.64127731,0.227256629,0.555901571,30.65328407,0.257500497,0.594478988,24.81499863,-0.14606381,0.521558151,0.373691262,0.819780615,0.182266988,0.20552813,0.3235829,0.245319045,0.305172264,0.247048548,0.634869509,1.971138958,1.169428097,1.490104544,0.846788611,-7.860258808,all_etfs,0.048601048,1
2007-01-30,100.9690475,0.520886304,0.495197254,37.55295563,0.045885233,0.936398152,82.56787109,0.272418973,0.413812105,64.22000122,0.70566216,1.178564768,10.96000004,-4.279474055,5.102142756,18.41724968,0.596948902,0.84156947,20.72331619,0.382043556,0.561808725,33.16329575,2.032885973,1.692844464,24.62730408,-0.056706622,0.550613983,30.73990822,0.28259336,0.595694226,24.93841553,0.497348005,0.52711773,0.371925422,0.817754283,0.182404907,0.205244248,0.32845012,0.243909442,0.304448828,0.246990698,0.636036516,1.470763472,0.985546737,1.190491591,0.887573472,-2.828470972,all_etfs,0.081212121,1
2007-01-31,101.6479416,0.672378377,0.504365643,37.93165588,1.008443277,0.960018992,83.28034973,0.862900579,0.4465165,64.83000183,0.949860789,1.190736215,10.42000008,-4.927006934,5.07328875,18.52655983,0.593520488,0.845227271,20.89234734,0.815656826,0.575972666,33.37587738,0.641014802,1.687542968,24.95549393,1.33262597,0.602210998,31.07059669,1.075762732,0.619870973,25.05457687,0.46579281,0.524605228,0.373166985,0.819301881,0.182262027,0.205536354,0.328347794,0.245509093,0.305668725,0.246483859,0.637789618,1.01564947,0.885005324,0.435683503,-0.308506204,-0.959696552,all_etfs,0.064944585,1
2007-02-01,102.2560806,0.598279737,0.513627509,37.87139511,-0.158866707,0.961657432,83.61019135,0.396061754,0.45206913,65.22000122,0.601572387,1.132506023,10.31000042,-1.055658886,4.959783531,18.44848251,-0.421434508,0.851753287,21.02756691,0.647220591,0.583357893,33.49652863,0.361492355,1.478294181,25.17193794,0.867320102,0.615367535,31.18082428,0.354764944,0.618577484,25.26511383,0.84031336,0.54560183,0.370358368,0.817654958,0.180414528,0.205636347,0.327574932,0.246165683,0.304928803,0.247076885,0.637810493,0.283498157,1.022768583,-0.213058636,0.459974573,1.260903545,all_etfs,-0.039352628,1
2007-02-02,102.3975067,0.138305796,0.513153945,38.0091095,0.36363695,0.866633456,83.47161865,-0.165736605,0.455356428,64.27999878,-1.441279399,1.161154122,10.07999992,-2.23084856,4.896914998,18.54216766,0.507820359,0.786288978,21.06701469,0.187600328,0.576986676,33.68613052,0.56603447,1.404481127,25.26969147,0.388343261,0.604412151,31.26745224,0.277824471,0.618013297,25.21429253,-0.201152089,0.504358255,0.371191748,0.815172374,0.181080265,0.205737575,0.328974128,0.246780339,0.305353648,0.246239321,0.627749648,-0.600814547,-0.634061498,-0.513719665,2.862482891,10.11905224,all_etfs,0.014972304,1
2007-02-05,102.425766,0.027597622,0.467395206,37.97468567,-0.09056731,0.859377525,83.57055664,0.118528896,0.411126696,64.30999756,0.046668917,0.986811546,10.55000019,4.662701097,4.847524713,18.4953289,-0.252606714,0.765544073,21.06138611,-0.026717529,0.540591737,33.65167236,-0.102291833,1.403858484,25.31858063,0.193469557,0.592859476,31.16510773,-0.327319643,0.597982097,25.20704079,-0.028760432,0.479700946,0.37075325,0.815913416,0.18057301,0.205625859,0.328546944,0.247189566,0.304270194,0.246100584,0.627869335,-0.966529238,-0.929266941,-0.860389492,2.114757677,10.04738812,all_etfs,0.062102273,1
